reject_id,reason,duplicate_of_hash,source_csv,source_csv_row_index,item_id,page_index,candidate_text_candidate,source_norm_hash,mining_score,extraction_quality_proxy,categories_from_mining,risk_notes
MCT-UWINDSOR-365-REJECT-0405,same_item_page_source_page_cap,f365d44e87f62a48,quote_candidates_priority.csv,171,665,7,1937 afraid of touching the most important moments. if you had only the old methods you wohld not be able to do this. out by touching on the play you are able to do everything. and your imagination will work simultaneously with the gesture.,de1ccc620795e098,117,0.892,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0406,exact_normalized_duplicate,5725f80dd5e02037,quote_candidates_priority.csv,217,773,9,"They offend them, but having twinges of conscience they find peace among themselves. on the basis of atmogheres - first an atmosphere of depression and than one of quarroling. It is not tragedy or even drama - it is simply a. play between comedy and drama. but it will be interesting to develop the atmospheres. when the ( theme is an insigxificant one.",5725f80dd5e02037,116,0.880,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0407,exact_normalized_duplicate,db6fd94fb0f1cecd,quote_candidates_priority.csv,220,616,2,"Through atmosphere we will find speech as gesture, and through the study of our images we will find our characters. We must be very clear in our images and must accept from the director, the scene designer, etc., new qualities for our images . «e must be able to incorporate them.",db6fd94fb0f1cecd,115,0.890,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0408,exact_normalized_duplicate,31b8041cdef01b15,quote_candidates_priority.csv,116,772,2,The director always knows where the at— tention of the audience will be. We must awaken this feeling that the center of attention is walking about. but the whole,31b8041cdef01b15,121,0.888,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0409,exact_normalized_duplicate,d20454f35694e7c0,quote_candidates_priority.csv,99,861,2,"The theme is very simple — in the beginning we are enemies. and in the end we are friends. Pay attention to this ""individuality in the group!",d20454f35694e7c0,122,0.887,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0410,exact_normalized_duplicate,6e6b4a863e58648e,quote_candidates_priority.csv,110,811,3,"It is a miracle for uSe We cannot command ourselves to be full of love, or full of hatred, but we can always do the gesture. ‘This isin our power, and when we are masters we are able to feel this small secret, which is really a big secret, and if we are able to do a gesture and to fill it, then we are able to command our soul to get the quality of caution, First of all, it is possible by doing tho gesture to fill it with certain qualities.",6e6b4a863e58648e,121,0.864,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0411,exact_normalized_duplicate,0917c16b7f8cc504,quote_candidates_priority.csv,147,832,9,"If it seems to he sometimes only outer shape and form, it does not matter. it will be filled later. But we must not forget that there are real means to keep the inner life: objective. imagination. feeling of the whole.",0917c16b7f8cc504,118,0.887,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0412,exact_normalized_duplicate,d647865434dd65b2,quote_candidates_priority.csv,219,911,2,"Then at the opposite point. the gesture at the end when they are mocking Don Quixote. the gesture ends in a sort of etiff stupidity, with the arms raised wide above the head. This ability to transform the director's suggestions into your own desire is the only way for an actor to approach the reading of the play for the first time. or the liotening to a new play.",d647865434dd65b2,116,0.887,actor_struggle;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0413,exact_normalized_duplicate,6d5563e9f2801037,quote_candidates_priority.csv,143,622,1,"Our second step is to start again from the beginning and try to find the right atmosphere. Then, out of the right atmosphere, and the right gestures, we will find the first idea of acting.",6d5563e9f2801037,119,0.894,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0414,overrepresented_item_cap_2,,quote_candidates_priority.csv,297,746,30,"In Balledina I the style was mins1ng and it was much too slow. \ ’Pho Golden Steed x There ""an no feeling for the whole, and the style did not seem to be there. Pear Gzntx The actual moment of the mother's death Hun not clear. l‘inn (comments) 1 Enllndinn II: Why does Koutrin so on and off at the beginning without any reauon?",20147a72b956ed9b,114,0.884,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0415,exact_normalized_duplicate,083e93cd4fbce953,quote_candidates_priority.csv,103,985,2,"It cannot be taken no pedentiéelly - everything Whimust be taken into. conqidoratioh by your hum}; feeling of .,...:,,.tx~uth. and by your artistic inntinct oveh boa-fern the director tolls you the different objectives and tempo. 'otc.'- To a I cumin extent it it: always the truth in given circumo’cencoo. end when you are over this limit. you are two and yet not tme‘boceuue you should have in your ooul eoncthinguliko-a ingrained. a. madam of Dickcn'e humer.",083e93cd4fbce953,121,0.875,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0416,same_item_page_source_page_cap,2fa45285cfc2d5be,quote_candidates_priority.csv,321,755,6,"Run and touch a post and then come back with the feeling that this is one big movement on the stage; don't break it anywhere. ﬁhile watching. others must g9 it inside. Pay attention to the moment when you start end when you finish, as this is very important for the feeling of the whole.",bec3c74d5d0df54d,114,0.890,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0417,exact_normalized_duplicate,45babcf3364c21c0,quote_candidates_priority.csv,192,909,4,"Thou when I am going to rehearse it in my imagination I will first may to myself. ""I will never give in with my dcsirc to act, with my feeling that I an an actor."" Then I will take the psychological gesture and apply it carefully.",45babcf3364c21c0,117,0.885,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0418,overrepresented_item_cap_2,,quote_candidates_priority.csv,146,1078,22,"But if the body is free, then forever I am free in thig way, The bodily development is essential, FIRST APPROACH TO THE PLAY - THE ACTOR'S DREAMS OR INTUITION ugstions I understand what you mean by the archetype and the gesture, and it is a very releasing thing. But when I have finished reading a play, I have always come to certain intellectual conclusions about it, I don't feel it would be right to negate this.",0f8771a61f3e00e7,118,0.892,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0419,exact_normalized_duplicate,bfa68395665ca103,quote_candidates_priority.csv,111,1084,30,But still there is a little door through which we can enter a small tech. and having very little time but a strong will and the desire to do something which may later on grow into something which we cannot even forooco. gueotion: Regarding this future actor. If he has mastered the technique of concentration and imagination and in confronted by a script. would you say that he would be developed in such a way that he would be able to give a perfect reading on the first day?,bfa68395665ca103,121,0.893,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0420,overrepresented_item_cap_2,,quote_candidates_priority.csv,246,746,1,"1937 THE ART or THE ""2mm; vs. NATURALISH THE 1mm OF THE PLOT \ - SUGGESTIONS FOR DIRECTORS sxzmum mm DISCARD TEMPO - BEGINNING - MIDDLE — END - CLIL'AXBS 2.31573 EN schus SUGGESTIONS mom msms .3 STYLE CHARACTERIZATIOi-I Chaliopin StanirJJAvoky THE ART OF THE ﬁiEATRE VS.",1e858f2a37703858,115,0.884,daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0421,substring_or_overlap_duplicate,362d6bf9f665908a,quote_candidates_priority.csv,162,1075,2,"By looking through these doors at the moment of inspiration, what will we go-ﬁftho end? we will get only the method. when we speak about the atmosphere, it is one of the doors which we can open and see there is the creative process. and there is the spark of inspiration. We open another door, which may be the fooling of 0350 perhaps. than the door of the imagination - all the points of our Method are theao doors.",ab2eb2dd6a443048,118,0.891,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0422,exact_normalized_duplicate,ff0b4593568a3c70,quote_candidates_priority.csv,230,1085,2,And we can help him by our belief in his ability to create the theatre of the future. I mean we. the audience. and his colleagues and friends. or course. it will be difficult for him because there are so many things which stop the actor's doveIOpmcnt in our times.,ff0b4593568a3c70,115,0.890,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0423,exact_normalized_duplicate,bbcc990cf3c9f751,quote_candidates_priority.csv,203,664,5,"If there are two climaxes it means that in order to form the transition between the two, one climax must lose its power and the other must gain ita power. The first climax is in the sphere 01 the Copper atmosphere, from the moment the crowd sayo.",bbcc990cf3c9f751,116,0.887,daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0424,exact_normalized_duplicate,c8b57726e79c9dd6,quote_candidates_priority.csv,194,1056,2,'Becaune the performance itself hao feelings - its own feeling: - and the feelings of the Enrformaneo - not of tho acter — we call atmosphere. The atmosphere of the whole play. of certain definize scenes. of moments. of acts. etc.,c8b57726e79c9dd6,117,0.881,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0425,overrepresented_item_cap_2,,quote_candidates_priority.csv,302,885,1,"W: Michael Chekhov Morning June 7: 1938 FEELING OF THE WHOLE COHSERUCTIDN OF THE PLAY - RHYTHM ""GBOSTS”- RHYTHMICAL PATTERNS Kine‘gnlu‘ FEELING OF THE WHOLE! Sgnninh Evening: In approaching the play. we are not required to begin our work at the beginning of the play and go right through it.",08a0b5a5f7d72860,114,0.878,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0426,same_item_page_source_page_cap,f9987c54873680cc,quote_candidates_priority.csv,229,828,6,"It is u staircase on which we can clinb to the next level. which is the real rhythm based on this form. ”he real form will never kill the real life, but will increase it. For a short time it may seem dead. this form, but when we overcome it and reach the ""after-form."" then it will be rhythmical. we must not be afrAid of this stage and run 4, away from it.",0f17075d161dd690,115,0.889,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0427,same_item_page_source_page_cap,0917c16b7f8cc504,quote_candidates_priority.csv,234,832,9,"But we must not forget that there are real means to keep the inner life: objective. imagination. feeling of the whole. Therefore. we must not allow dead forms. ~ I want to remind you about words. when you are speaking your sentences, they are part of the whole.",f8915f39b020ad3d,115,0.887,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0428,same_item_page_source_page_cap,e87c7deed632a31d,quote_candidates_priority.csv,305,850,4,"Very short whole. This will give us two things — first of all quite a new interpretation. and secondly, by making it shorter (having it as a feeling of the whole). he must be open to this new interpretation because of the change in tempo (change in tempo as a change in the means).",6825027ee2f4ce2b,114,0.883,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0429,overrepresented_item_cap_2,,quote_candidates_priority.csv,256,731,7,"The impression in the drawings will always he changed on the stage. and this is the process or growing. It is good that the cast is able to keep the perform ' + 01 wore to ask professional actors to play the whole play with so many gaps in the atmosphere and rhythm. etc.. it would be very disturbing for them, but our students carry it through without any hysteria.",e71cca9e8b746d82,115,0.891,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0430,overrepresented_item_cap_2,,quote_candidates_priority.csv,298,746,32,This could be done by having tho people come in vdth longer pauses in between: thoy could Just some in and sit and wait; this would give a sullen and heavy quality. rho oocno should be played on a lower cot. and the whole play might to much lower and heavier in every respect. Poor Gvntl Tho catamorphonio of Fear is not clear throughout the scene.,d89e8147018626c4,114,0.893,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0431,same_item_page_source_page_cap,362d6bf9f665908a,quote_candidates_priority.csv,67,1075,2,"THE METHOD: when we look upon this point which we call the creative process and tho inspiration. it is. of coursenour last and only aim, and we must look upon this point as though it were the center. and on tho periphery there are so many doors through which’ we had to look. By looking through these doors at the moment of inspiration, what will we go-ﬁftho end? we will get only the method. when we speak about the atmosphere, it is one of the doors which we can open and see there is the creative process. and there is the spark of inspiration.",38e61133f0db0b4d,124,0.891,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0432,exact_normalized_duplicate,425aa1b579481ca5,quote_candidates_priority.csv,195,748,9,"If you will do this exorcise for five minutes every day. it will be enough for the beginning. when you have penetrated more and more into the soul of the person you do not like and hoVe found good qualities and abilities and intentions in than, you will get another this feeli Instead of nausea, you W111 be fed by touchin soul which you do not like. It is quite another feelir will feel yoursolf, first of all.",425aa1b579481ca5,117,0.891,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0433,same_item_page_source_page_cap,4ff5ddbd020f8e4e,quote_candidates_priority.csv,131,944,6,3‘1 5 I H.‘ Chekhov march 7 . 1939 .pointe - thin in the beginning and this is the end - perhaps in the middle there will be award in the style of the play.,024628a51ee93e02,120,0.881,actor_struggle;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0434,same_item_page_source_page_cap,f9c5231d60747f1b,quote_candidates_priority.csv,320,773,7,"Enter into this factory in your imagination and you will feel Balladina's devils. This kind of imagining will coax the archetypal values into the soul, and what kind of archetype we have to penetrate into is always very clear, because as artists when first reading the play or imagining the part. we guess these archetypes and that is why we want to act.",d6f25b8d462595c0,114,0.894,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0435,exact_normalized_duplicate,ee45000762cf24f7,quote_candidates_priority.csv,158,873,7,"You are blind and dear to everything else. \ If you Judge yourself now from the point of View of the future performance thero in nothing — it is impossible from the point of truth or justification perhaps, but in such rehearsals. at the very beginning when we are only concerned with the style, it will be vmong but let it be wrong - we have time to repair it. Actors of the old school try to act the whole part at once - from where?",ee45000762cf24f7,118,0.892,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0436,substring_or_overlap_duplicate,d607a31c2891693e,quote_candidates_priority.csv,145,800,9,"I mq§t love my audience. my part. and everything which is in connection with it. Then I will be giving out in the finest may — which we call radiation: and by being able to radiate more and more, I cons to the highest ideal of sacrifice. €xercise for radiation: You must radiate an atmosphere - take it as a new exercise with the feeling of doing itfcr the first time. then you will get much from it - an atmosphere of expectation.",4a9a4ec6a9a4463d,118,0.888,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0437,same_item_page_source_page_cap,fe6f563548a63af2,quote_candidates_priority.csv,207,970,5,The moment when Rachel ‘onys she is free is one of giant aotoniuhmont - such a thing has never been heard of before -‘it is the first blow and it is an important moment for the whole play. Rachel is hysterical but in u soft nay.,94e20430bda73d94,116,0.888,daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0438,substring_or_overlap_duplicate,b5a51215348bf1d0,quote_candidates_priority.csv,295,930,4,"Therefore, we must appeal to our body. must stmighten it. and expand it in every Ian-action, amiss): it to help no to awoken our feelings. h'hen we are doing ""Ah,“ the whole body must be in tho state of ""Ah,"" in which you send streams out and get some streams from oomewhero.",35b822c38f39ba0e,114,0.876,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0439,overrepresented_item_cap_2,,quote_candidates_priority.csv,426,633,3,"By developing a feeling for style, a love for style, we will be able to create a noew style for each play. laturally, the styles are very close to one inother, but the style of the tragedy of H!amlet is different from the style of Othello. If there is 2 fine feelings for style, thege two plays cannot be",3761867d76764013,112,0.891,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0440,overrepresented_item_cap_2,,quote_candidates_priority.csv,408,680,30,"In time, by finding that the tree must do this gesture, and by rehearsing more and more, the director will feel the fine difference in the movement. iherefore, the creating of the setting is not a thing which can be created somewhere else and then be brought to the theatre. Also it cannot be done before it can be done.",995c32a13dc910d9,112,0.894,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0441,same_item_page_source_page_cap,71d8688c263d7696,quote_candidates_priority.csv,373,839,1,If we do the psychological gosturo without this inLer spiritual 90 r. it is nothh ;ho psychological gesture is a lever for the actor‘s whole being. Each slight movement from radiation and inner power must be like an event. ﬂithout any touoion. isychological tension is the sane as physical tension — it stops you.,65be6bdc994da57f,112,0.884,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0442,exact_normalized_duplicate,97b55dae0df17e9c,quote_candidates_priority.csv,218,909,9,"To awaken this feeling of freedom in the sense in which we are trying to understand it, try to do the following thing. First do it as it I have imposed it on you. end then make an inner gesture and do it quite freely.",97b55dae0df17e9c,116,0.896,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0443,substring_or_overlap_duplicate,9fd53bb99895b52a,quote_candidates_priority.csv,296,811,2,"It must be something definite, and first of All it must be filled with certain qualities. will you please do this gesture: From the center of our chest we are going to move our whole being = we move our arms, our heads, but streams are zoing through our legs as well.",191600a8cbc892fb,114,0.880,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0444,overrepresented_item_cap_2,,quote_candidates_priority.csv,353,558,4,And just as the soul of a lad falls in love with the creative themed of life itself. so will the soul of the actor and director fall in love with the creative theme of the forthcoeling work. This first creative period in the period of firat love. and woe to the artist wha'ilaea not know this period.,a7f1f2dc83b6ecea,112,0.890,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0445,same_item_page_source_page_cap,233841bc7bea6383,quote_candidates_priority.csv,148,837,1,"We must know that there are two feelings of the whole - one is the intellectual which we cannot apply to our art at all, and the other is that which feeds and lends’our whole nature.",641577053a7c9419,118,0.887,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0446,substring_or_overlap_duplicate,e87c7deed632a31d,quote_candidates_priority.csv,303,850,4,"This will give us two things — first of all quite a new interpretation. and secondly, by making it shorter (having it as a feeling of the whole). he must be open to this new interpretation because of the change in tempo (change in tempo as a change in the means).",e7375e80099567b2,114,0.883,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0447,overrepresented_item_cap_2,,quote_candidates_priority.csv,328,1077,1,"19% MICHAEL CHEKHOV'S EIGHTH CLASS FOR PROFESSIONAL ACTORS ""THE ROLE OF THE DIRECTOR"" MEANS OF APPROACHING THE PLAY WILL, 0R ACTION AND QUALITIES. 0R FEELINGS ATMOSPHERE ORDER OF WORK - ATMOSPHERE - GESTURE WITH ' QUALITIES - CHARACTERIZATION TRANSFORMED FEELINGS TWO STATES OF CONSCIOUSNESS CMRACTERIZATION THE‘CREATIVE INDIVIDUALITX’ -.",510445c48dffaebd,113,0.883,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0448,same_item_page_source_page_cap,668ce6a47aab5037,quote_candidates_priority.csv,341,861,1,"We shall establish this feel— ing of the whole. with qualities for beginning. and end of this improvisationx Beginning - Heavy legato concentric End — Light staccato (expansion) eccentric The theme must never be lost ~ different interpretations but never different theme - in this play you are always enemies, you never becomo friends.",4fcec54347330fb5,113,0.877,daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0449,overrepresented_item_cap_2,,quote_candidates_priority.csv,247,746,1,NATURALISH THE 1mm OF THE PLOT \ - SUGGESTIONS FOR DIRECTORS sxzmum mm DISCARD TEMPO - BEGINNING - MIDDLE — END - CLIL'AXBS 2.31573 EN schus SUGGESTIONS mom msms .3 STYLE CHARACTERIZATIOi-I Chaliopin StanirJJAvoky THE ART OF THE ﬁiEATRE VS.,d770fdf6731c920d,115,0.884,daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0450,same_item_page_source_page_cap,ec6c6005c88c3568,quote_candidates_priority.csv,377,663,5,"It is xmong for a play to end when the curtain goes down as it does in the theatre today. because if we have acted for the whole evening the result of the performance is always after the curtain is down. The better the perraraance, the more the audience will feel that it does not want to move.",8ef48dbcecd119cb,112,0.892,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0451,overrepresented_item_cap_2,,quote_candidates_priority.csv,388,659,3,"Gradually this geeturo will be transformed into feeling, but you will never reach this transformation of-the simple gesture if you are doing the gesture half-way. Iho director's mistake was that she did not point out this weakness on the part of her cast. iho gesture to take in is not enough.",da92b15ca1ff45c6,112,0.892,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0452,overrepresented_item_cap_2,,quote_candidates_priority.csv,407,680,19,"'Hm whole character 01' 20L Quixote is pathos, but it must be the right pathos. how can the director help in this case? first of all he can give objectives - this wrora and empty pathos cones because the actor has nothing to do. what is he doing on the st’d ? John nade another mistake with his voice — it is not yet ready.",ba7c0d26581b2bef,112,0.885,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0453,same_item_page_source_page_cap,bb9a3eb9f1de4264,quote_candidates_priority.csv,424,1074,18,"If we ean do such things in this simple exercise, how wonderful it would be to do such things with Shakespeare, whose plays are full of these contrasts. Let us repeat the exercise, first it is quick, annoyed, and loud, then at the end, slow, interested, and soft, These qualities or contrasts will entice certain feelings in us.",ee10c9b684e6b11b,112,0.891,actor_struggle;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0454,exact_normalized_duplicate,2fa45285cfc2d5be,quote_candidates_priority.csv,193,755,6,"Pay attention to the moment when you start end when you finish, as this is very important for the feeling of the whole. It must be a great experience for you, then you will awaken your actor's",2fa45285cfc2d5be,117,0.890,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0455,same_item_page_source_page_cap,2d538d0707e805eb,quote_candidates_priority.csv,186,699,4,"Jhen I would give them objectives and let them be incomplete, but let them have the feeling of the whole play from the point of view of objective, psychological gesture, atmosphere, etc., etc.",48758845b20f3416,117,0.888,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
